code_parametre;code_cas;libelle;famille;unite;seuil_2016;seuil_2026;date_applicabilite_2026;seuil_conditionnel;condition_seuil;statut_2026;seuil_futur;date_applicabilite_futur;seuil_strict;base_seuil_strict;pe_reglementaire;pe_scientifique;sources;fiabilite;est_agregat;cancerogenicite_circ
1117;207-08-9;Benzo(k)fluoranthene;organique;µg/L;;;;;;dans somme (2033) - aucune limite individuelle, ne jamais prononcer de depassement sur cette ligne;;;;Perimetre lu en source primaire le 11-08-2026, concordant sur deux textes. Directive 2020-2184 annexe I partie B, note : Sum of concentrations of the following specified compounds - benzo(b)fluoranthene, benzo(k)fluoranthene, benzo(ghi)perylene, and indeno(1,2,3-cd)pyrene. Arrete du 11-01-2007 dans sa redaction d origine, annexe I : Pour la somme des composes suivants - benzo[b]fluoranthene, benzo[k]fluoranthene, benzo[ghi]perylene, indeno[1,2,3-cd]pyrene. MEME perimetre de quatre substances en 2007 et aujourd hui. AVANT cette ligne, la regle de famille pesticide_individuel_0_1 capturait ce parametre A TORT et lui appliquait 0,10 µg-l alors qu il n a AUCUNE limite individuelle - c est exactement le cas que le §4 de CLAUDE.md demande de surveiller sur v_regle_famille_appliquee. NE PAS confondre avec la somme de SIX composes de l annexe II, qui porte 1 µg-l et vise les EAUX BRUTES, autre milieu que l eau distribuee;non;a_documenter;REG-01|REG-02;verifie;non;
1118;191-24-2;Benzo(g,h,i)perylene;organique;µg/L;;;;;;dans somme (2033) - aucune limite individuelle, ne jamais prononcer de depassement sur cette ligne;;;;Perimetre lu en source primaire le 11-08-2026, concordant sur deux textes. Directive 2020-2184 annexe I partie B, note : Sum of concentrations of the following specified compounds - benzo(b)fluoranthene, benzo(k)fluoranthene, benzo(ghi)perylene, and indeno(1,2,3-cd)pyrene. Arrete du 11-01-2007 dans sa redaction d origine, annexe I : Pour la somme des composes suivants - benzo[b]fluoranthene, benzo[k]fluoranthene, benzo[ghi]perylene, indeno[1,2,3-cd]pyrene. MEME perimetre de quatre substances en 2007 et aujourd hui. AVANT cette ligne, la regle de famille pesticide_individuel_0_1 capturait ce parametre A TORT et lui appliquait 0,10 µg-l alors qu il n a AUCUNE limite individuelle - c est exactement le cas que le §4 de CLAUDE.md demande de surveiller sur v_regle_famille_appliquee. NE PAS confondre avec la somme de SIX composes de l annexe II, qui porte 1 µg-l et vise les EAUX BRUTES, autre milieu que l eau distribuee;non;a_documenter;REG-01|REG-02;verifie;non;
1204;193-39-5;Indeno(1,2,3-cd)pyrene;organique;µg/L;;;;;;dans somme (2033) - aucune limite individuelle, ne jamais prononcer de depassement sur cette ligne;;;;Perimetre lu en source primaire le 11-08-2026, concordant sur deux textes. Directive 2020-2184 annexe I partie B, note : Sum of concentrations of the following specified compounds - benzo(b)fluoranthene, benzo(k)fluoranthene, benzo(ghi)perylene, and indeno(1,2,3-cd)pyrene. Arrete du 11-01-2007 dans sa redaction d origine, annexe I : Pour la somme des composes suivants - benzo[b]fluoranthene, benzo[k]fluoranthene, benzo[ghi]perylene, indeno[1,2,3-cd]pyrene. MEME perimetre de quatre substances en 2007 et aujourd hui. AVANT cette ligne, la regle de famille pesticide_individuel_0_1 capturait ce parametre A TORT et lui appliquait 0,10 µg-l alors qu il n a AUCUNE limite individuelle - c est exactement le cas que le §4 de CLAUDE.md demande de surveiller sur v_regle_famille_appliquee. NE PAS confondre avec la somme de SIX composes de l annexe II, qui porte 1 µg-l et vise les EAUX BRUTES, autre milieu que l eau distribuee;non;a_documenter;REG-01|REG-02;verifie;non;
1115;50-32-8;Benzo(a)pyrene;organique;µg/L;0.010;0.010;;;;limite;;;;Valeur individuelle propre, DISTINCTE de la somme 2033 dont il ne fait PAS partie. Lue en source primaire le 11-08-2026 dans DEUX textes - directive 2020-2184 annexe I partie B, 0,010 µg-l, et arrete du 11-01-2007 dans sa redaction d origine, annexe I, 0,010 µg-l. Valeur INCHANGEE entre les deux grilles, donc aucune bascule possible sur ce parametre. AVANT cette ligne, le moteur le jugeait par la seule limite declaree par la source (grille declare), ce qui interdisait tout verdict 2016 et toute bascule - §2.8. Il entre en revanche dans la somme de SIX composes de l annexe II, eaux brutes, 1 µg-l, qui ne s applique pas a l eau distribuee. seuil_strict laissee vide A DESSEIN : aucun balayage international n a ete fait sur ce parametre, ce n est pas un constat qu aucun pays ne serait plus strict (§2.14);non;a_documenter;REG-01|REG-02;verifie;non;
2094;75-99-0;Dalapon;pesticide;µg/L;;;;;;vigilance - herbicide organique repondant a la definition du texte, mais aucun acte ne le nomme : aucun seuil applique, aucun verdict produit;;;;Dossier du 11-08-2026 : data-etudes-sourcage_C-dalapon_2026-08-11.md. La definition des pesticides de l annexe I de la directive 2020-2184 enumere LITTERALEMENT les herbicides organiques, sans condition d approbation de la substance active. Le SANDRE range le 2094 en groupe 96 Herbicides et 203 Liste A - Phytosanitaires, donc PAS en Liste B, celle dont AQUAREF renvoie l arbitrage au gestionnaire. Le texte repond donc OUI. CE QUI RETIENT LE VERSEMENT D UN SEUIL : appliquer 0,10 µg-l prononcerait un depassement sur 8 des 13 quantifications du corpus, dont une a 1,463 µg-l qui franchit AUSSI la somme total pesticides a 0,50 µg-l, sur un bulletin complet que l administration a declare conforme aux limites de qualite. Un faux positif coute plus cher qu un faux negatif (§2.13) : la substance est rendue visible sans etre jugee. Decision de Yannick du 11-08-2026. Seules les juridictions americaines la nomment, a 0,2 mg-l, unite telle que publiee. Reserve non levee - la note AQUAREF definissant la Liste A n a pas pu etre lue;non;a_documenter;REG-01;a_verifier;non;
;;Titre hydrotimétrique;mineral;°f;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
1347;;Titre alcalimétrique complet;mineral;°f;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
1374;7440-70-2;Calcium;mineral;mg/L;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
6488;;pH d'équilibre à la t° échantillon;mineral;unité pH;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
1327;;Hydrogénocarbonates;mineral;mg/L;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
;;Anhydride carbonique libre;mineral;mg(CO2)/L;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
;;CO2 libre calculé;mineral;mg/L;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
6544;;Essai marbre TAC;mineral;°f;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
;;Essai marbre TH;mineral;°f;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
0;;pH Equilibre Calculé à 20°C;mineral;unité pH;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
6569;;Essai marbre pH;mineral;unité pH;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
6355;;Ecart entre pH initial et pH à l'équilibre;mineral;unité pH;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
6426;;Anhydride carbonique agressif;mineral;mg(CO2)/L;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
1342;15593-90-5;Silicates (en mg/L de SiO2);mineral;mg(SiO2)/L;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
1328;;Carbonates;mineral;mg(CO3)/L;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
7877;;Indice de Leroy;mineral;SANS OBJET;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
1346;;Titre alcalimétrique;mineral;°f;;;;;;support de calcul de l equilibre calcocarbonique. La note 3 de l annexe I de REG-10 impose que calcium magnesium et potassium soient exprimes concomitamment au calcul. L exigence est QUALITATIVE - les eaux doivent etre a l equilibre calcocarbonique ou legerement incrustantes - et sans valeur;;;;;;;REG-03|REG-10;verifie;non;
1584;92-52-4;Biphényle;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1284;71-55-6;Trichloroéthane-1,1,1;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1292;95-47-6;Xylène ortho;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1162;75-35-4;Dichloroéthylène-1,1;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1780;;Xylènes (ortho+para+méta);organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1196;76-13-1;Fréon 113;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1294;106-42-3;Xylène para;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2925;;Xylenes (méta + para);organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1456;156-59-2;Dichloroéthylène-1,2 cis;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1652;87-68-3;Hexachlorobutadiène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1160;75-34-3;Dichloroéthane-1,1;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1276;56-23-5;Tétrachlorure de carbone;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1195;75-69-4;Trichlorofluorométhane;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2673;637-92-3;Ethyl tert-buthyl ether;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1166;106-46-7;Dichlorobenzène-1,4;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1278;108-88-3;Toluène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1168;75-09-2;Dichlorométhane;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1285;79-00-5;Trichloroéthane-1,1,2;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1513;74-95-3;Dibromométhane;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1512;1634-04-4;Méthyl tert-buthyl Ether;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1497;100-41-4;Ethylbenzène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1498;106-93-4;Dibromoéthane-1,2;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1541;100-42-5;Styrène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1857;526-73-8;Triméthylbenzène-1,2,3;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1888;608-93-5;Pentachlorobenzène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1736;74-87-3;Chlorométhane;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1293;108-38-3;Xylène méta;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1530;74-83-9;Bromométhane;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1341;2675-77-6;Chloroneb;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1727;156-60-5;Dichloroéthylène-1,2 trans;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1121;74-97-5;Bromochlorométhane;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1633;98-82-8;Cumène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1271;79-34-5;Tétrachloroéthane-1,1,2,2;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1467;108-90-7;Chlorobenzène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1653;78-88-6;Dichloropropène-2,3;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1164;541-73-1;Dichlorobenzène-1,3;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1165;95-50-1;Dichlorobenzène-1,2;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1600;106-43-4;Chloro-4-toluène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1602;95-49-8;Chloro-2-toluène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1855;104-51-8;Butyl benzène-n;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1609;95-63-6;Pseudocumène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1509;108-67-8;Mésitylène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1611;98-06-6;tert-butylbenzene;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1601;108-41-8;Chloro-3-toluène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1856;99-87-6;Cymène-p;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2065;107-05-1;3-Chloropropène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1283;120-82-1;Trichloro-1,2,4-benzène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1270;630-20-6;Tétrachloroéthane-1,1,1,2;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1610;135-98-8;Butyl benzène sec;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1630;87-61-6;Trichloro-1,2,3-benzène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1629;108-70-3;Trichloro-1,3,5-benzène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1632;108-86-1;Bromobenzène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1837;103-65-1;Propylbenzène-n;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2611;126-99-8;Chloroprène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2082;;Dichloropropène-1,1;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1485;75-71-8;Dichlorodifluorométhane;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1853;75-00-3;Chloroéthane;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1631;95-94-3;Tetrachlorobenzène-1,2,4,5;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1854;96-18-4;Triclhloro-1,2,3-propane;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2612;77-47-4;Hexachloropentadiène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1607;92-87-5;Benzidine;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1656;67-72-1;Hexachloroéthane;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1163;540-59-0;Dichloroéthylène-1,2 total;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1836;538-93-2;Isobutylbenzène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1508;108-10-1;Méthyl isobutyl cétone;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1774;;Trichlorobenzènes (Total);organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2010;634-66-2;Tétrachlorobenzène-1,2,3,4;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2536;634-90-2;Tétrachlorobenzène-1,2,3,5;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
2735;12408-10-5;Tetrachlorobenzène;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
1469;88-73-3;Chloronitrobenzène ortho;organique;µg/L;;;;;;aucune valeur opposable en eau destinee a la consommation humaine. Inventaire exhaustif des parametres organiques des annexes fait le 15/08/2026;;;;;;;REG-01|REG-03|REG-06;verifie;non;
